ID,pred,exp
1965,-4.787166118621826,-5.599999904632568
1966,-5.1652750968933105,-5.679999828338623
1967,-4.634702682495117,-5.539999961853027
1968,-5.153353691101074,-5.960000038146973
1969,-5.211943626403809,-5.679999828338623
1970,-4.649917125701904,-5.920000076293945
1971,-4.8660430908203125,-5.769999980926514
1972,-4.873172760009766,-5.71999979019165
1973,-4.706160068511963,-5.960000038146973
1974,-5.092373371124268,-5.769999980926514
1975,-5.564332485198975,-5.769999980926514
1976,-5.165900230407715,-5.489999771118164
1977,-5.085117816925049,-5.920000076293945
1978,-4.579129219055176,-5.849999904632568
1979,-4.610342502593994,-5.849999904632568
1980,-4.8729448318481445,-5.679999828338623
1981,-4.861020565032959,-5.539999961853027
1982,-4.558894157409668,-5.659999847412109
1983,-4.653829097747803,-5.849999904632568
1984,-4.7791619300842285,-5.739999771118164
1985,-4.748044967651367,-5.46999979019165
1986,-4.607905864715576,-5.849999904632568
1987,-5.22940731048584,-5.920000076293945
1988,-5.232182025909424,-5.769999980926514
1989,-5.076595306396484,-5.800000190734863
1990,-4.975071907043457,-5.550000190734863
1991,-4.953877925872803,-5.489999771118164
1992,-4.979792594909668,-5.769999980926514
1993,-4.667002201080322,-5.639999866485596
1994,-4.63621711730957,-5.420000076293945
1995,-5.052942276000977,-5.800000190734863
1996,-4.924560070037842,-5.920000076293945
1997,-4.903336048126221,-5.960000038146973
1998,-4.598677158355713,-5.800000190734863
1999,-4.687007427215576,-5.889999866485596
2000,-4.592512130737305,-5.960000038146973
2001,-4.458390235900879,-5.920000076293945
2009,-4.505803108215332,-5.920000076293945
2019,-4.693033695220947,-5.28000020980835
2020,-4.450723171234131,-5.300000190734863
2021,-4.863258361816406,-5.400000095367432
2022,-4.684037208557129,-5.519999980926514
2024,-4.695711612701416,-5.590000152587891
2025,-4.9377570152282715,-5.590000152587891
2027,-4.724621772766113,-5.679999828338623
2028,-4.865704536437988,-5.679999828338623
2029,-4.709126949310303,-5.699999809265137
2030,-4.361763000488281,-5.739999771118164
2031,-4.851639747619629,-5.739999771118164
2033,-4.560483455657959,-5.769999980926514
2034,-4.712250709533691,-5.769999980926514
2035,-4.502138614654541,-5.800000190734863
2038,-4.767668724060059,-5.889999866485596
2039,-4.863839626312256,-5.920000076293945
2040,-4.798646926879883,-5.920000076293945
2041,-4.837403297424316,-5.920000076293945
2042,-4.655402183532715,-5.960000038146973
2044,-4.779886722564697,-5.960000038146973
2045,-4.661040782928467,-5.960000038146973
2046,-4.683213710784912,-5.960000038146973
2049,-4.751992225646973,-6.0
2050,-4.701929092407227,-6.0
2051,-4.871021270751953,-6.170000076293945
2052,-4.989229679107666,-6.210000038146973
2053,-4.889451503753662,-6.239999771118164
2054,-4.828144073486328,-6.389999866485596
2055,-4.788316249847412,-6.599999904632568
2056,-4.823521614074707,-6.679999828338623
2057,-4.586287021636963,-6.71999979019165
2058,-4.726484298706055,-6.769999980926514
2059,-4.568159103393555,-6.820000171661377
2060,-5.045441150665283,-7.0
2061,-4.698208808898926,-7.019999980926514
2062,-4.866718769073486,-7.050000190734863
2063,-5.107456684112549,-7.059999942779541
2068,-4.996097564697266,-7.239999771118164
2069,-4.556894779205322,-7.349999904632568
2070,-4.8975348472595215,-7.71999979019165
2071,-4.697203159332275,-7.849999904632568
2073,-4.521440029144287,-5.71999979019165
2074,-4.544265270233154,-5.769999980926514
2075,-4.931479454040527,-4.849999904632568
2076,-4.855996131896973,-6.0
2077,-4.536060333251953,-5.659999847412109
2078,-4.420915603637695,-5.639999866485596
2079,-4.601357936859131,-5.920000076293945
2080,-4.396265506744385,-5.539999961853027
2081,-4.695914268493652,-5.679999828338623
2082,-5.000524044036865,-5.960000038146973
2083,-4.471362590789795,-5.800000190734863
2084,-4.595287322998047,-5.590000152587891
2085,-4.559102535247803,-5.820000171661377
2086,-4.57457971572876,-5.599999904632568
2087,-4.620095729827881,-5.849999904632568
2088,-4.480992794036865,-5.769999980926514
2089,-4.766844749450684,-4.849999904632568
2090,-4.584094047546387,-5.739999771118164
2091,-4.8942551612854,-5.599999904632568
2092,-4.453071117401123,-5.659999847412109
2093,-4.615394115447998,-5.769999980926514
2094,-4.601479530334473,-5.889999866485596
2095,-4.533992290496826,-5.510000228881836
2096,-4.6716437339782715,-5.639999866485596
2097,-4.530889511108398,-5.480000019073486
2098,-4.614683151245117,-5.659999847412109
2099,-4.7205634117126465,-5.480000019073486
2100,-4.472397327423096,-5.510000228881836
2101,-4.706808090209961,-5.639999866485596
2102,-4.378452301025391,-5.380000114440918
2103,-4.493490695953369,-5.739999771118164
2104,-4.62665319442749,-5.679999828338623
2105,-4.719498157501221,-5.820000171661377
2106,-4.6988749504089355,-5.889999866485596
2107,-4.5350022315979,-5.619999885559082
2108,-4.585751056671143,-5.699999809265137
2109,-4.556588649749756,-5.599999904632568
2110,-4.556384086608887,-5.699999809265137
2111,-4.555401802062988,-5.739999771118164
2112,-4.746888160705566,-5.590000152587891
2113,-4.662152290344238,-5.920000076293945
2114,-4.749354839324951,-5.849999904632568
2115,-4.803363800048828,-5.71999979019165
2116,-4.792665004730225,-5.659999847412109
2117,-4.606917381286621,-5.889999866485596
2118,-4.743138313293457,-5.739999771118164
2119,-4.596393585205078,-5.619999885559082
2120,-4.517601490020752,-5.960000038146973
2121,-5.540084362030029,-5.960000038146973
2122,-4.909567832946777,-5.739999771118164
2123,-4.687084674835205,-5.769999980926514
2124,-4.705451011657715,-5.71999979019165
2125,-4.522524356842041,-5.849999904632568
2126,-4.571930885314941,-5.849999904632568
2127,-4.75017786026001,-5.820000171661377
2128,-4.764309406280518,-5.639999866485596
2129,-4.579652786254883,-5.920000076293945
2130,-4.6151580810546875,-5.889999866485596
2131,-4.878779411315918,-5.960000038146973
2132,-4.750716686248779,-5.960000038146973
2133,-4.697786331176758,-5.800000190734863
2134,-4.549177646636963,-5.960000038146973
2135,-4.774429798126221,-6.0
2136,-4.762326240539551,-5.960000038146973
2137,-4.719916820526123,-6.0
2138,-4.478579044342041,-5.820000171661377
2139,-4.586618423461914,-5.739999771118164
2140,-4.475203514099121,-5.820000171661377
2141,-4.528338432312012,-5.699999809265137
2142,-4.459132194519043,-5.519999980926514
2143,-4.417069435119629,-5.599999904632568
2144,-4.683833122253418,-5.46999979019165
2145,-5.297674179077148,-5.849999904632568
2146,-4.849670886993408,-5.699999809265137
2147,-4.62787389755249,-5.599999904632568
2148,-4.5583977699279785,-5.539999961853027
2149,-4.799543857574463,-5.619999885559082
2150,-5.259905815124512,-5.849999904632568
2151,-5.696928977966309,-5.920000076293945
2152,-5.494524002075195,-5.769999980926514
2153,-4.838499546051025,-5.420000076293945
2154,-4.980968952178955,-5.25
2155,-4.71498441696167,-5.340000152587891
2156,-4.73540735244751,-5.550000190734863
2157,-4.8630876541137695,-5.480000019073486
2158,-4.749807834625244,-5.46999979019165
2159,-4.998334884643555,-5.639999866485596
2160,-4.671166896820068,-5.460000038146973
2161,-4.889095306396484,-5.71999979019165
2162,-5.114901065826416,-5.960000038146973
2163,-5.526453495025635,-5.699999809265137
2164,-4.7940287590026855,-5.619999885559082
2165,-4.6731038093566895,-5.460000038146973
2166,-4.660093307495117,-5.550000190734863
2167,-5.151459693908691,-5.739999771118164
2168,-5.0992655754089355,-5.769999980926514
2169,-4.830713272094727,-5.820000171661377
2170,-4.705990791320801,-5.920000076293945
2171,-4.7931952476501465,-5.570000171661377
2172,-4.866889476776123,-5.820000171661377
2173,-5.055544376373291,-5.639999866485596
2174,-4.907746315002441,-5.539999961853027
2175,-4.669422626495361,-6.0
2176,-4.614734172821045,-5.050000190734863
2177,-4.699986457824707,-5.889999866485596
2178,-4.89373779296875,-5.659999847412109
2179,-4.6549248695373535,-5.960000038146973
2180,-4.673081398010254,-5.519999980926514
2181,-4.510088920593262,-5.739999771118164
2182,-4.511507987976074,-5.849999904632568
2183,-4.741124629974365,-5.21999979019165
2184,-4.543201923370361,-5.480000019073486
2185,-4.49253511428833,-5.820000171661377
2186,-4.75858736038208,-5.820000171661377
2187,-4.49334192276001,-5.800000190734863
2188,-4.589671611785889,-5.480000019073486
2189,-4.705509185791016,-5.510000228881836
2190,-4.609474182128906,-5.0
2191,-4.591585159301758,-5.820000171661377
2192,-4.5982465744018555,-5.639999866485596
2193,-4.843356609344482,-5.349999904632568
2194,-4.59861946105957,-5.889999866485596
2195,-4.920492172241211,-6.0
2196,-4.679934978485107,-6.0
2197,-4.646790027618408,-5.920000076293945
2198,-4.666864395141602,-5.920000076293945
2199,-4.696218013763428,-5.849999904632568
2200,-5.195614814758301,-5.889999866485596
2201,-4.6339921951293945,-5.550000190734863
2202,-4.777817726135254,-5.480000019073486
2203,-4.927695274353027,-5.889999866485596
2204,-4.744434833526611,-5.960000038146973
2205,-5.0478715896606445,-5.820000171661377
2206,-4.702133655548096,-4.849999904632568
2207,-5.05594539642334,-5.769999980926514
2208,-4.772082805633545,-5.849999904632568
2209,-4.6273064613342285,-5.889999866485596
2210,-4.7868332862854,-5.889999866485596
2211,-4.982618808746338,-6.0
2212,-5.2907538414001465,-6.0
2213,-4.617700576782227,-5.400000095367432
2214,-4.7706732749938965,-5.769999980926514
2215,-4.647741317749023,-5.960000038146973
2216,-4.796435356140137,-6.0
2217,-4.65910530090332,-5.960000038146973
2218,-4.835748195648193,-5.960000038146973
2219,-5.144190311431885,-5.889999866485596
2220,-5.0595622062683105,-5.960000038146973
2221,-4.760733604431152,-5.889999866485596
2222,-5.217739582061768,-5.699999809265137
2223,-5.1875152587890625,-5.739999771118164
2224,-4.907150745391846,-5.389999866485596
2225,-4.974020481109619,-5.889999866485596
2226,-4.581618785858154,-5.639999866485596
2227,-4.741968154907227,-5.920000076293945
2228,-5.051190376281738,-5.960000038146973
2229,-4.620965957641602,-5.300000190734863
2230,-5.155401706695557,-5.960000038146973
2231,-5.026811122894287,-5.920000076293945
2232,-5.072297096252441,-5.800000190734863
2233,-4.50206184387207,-5.920000076293945
2234,-5.052672386169434,-5.849999904632568
2235,-5.206446647644043,-5.960000038146973
2236,-5.137911319732666,-5.920000076293945
2237,-4.779125690460205,-5.960000038146973
2238,-5.052277565002441,-5.960000038146973
2239,-5.012816429138184,-5.960000038146973
2240,-5.205019950866699,-5.849999904632568
2241,-4.5313496589660645,-6.0
2242,-4.689258098602295,-5.599999904632568
2243,-4.728225231170654,-5.679999828338623
2244,-4.918363094329834,-5.679999828338623
2245,-4.573090076446533,-5.960000038146973
2246,-4.661088943481445,-5.349999904632568
2247,-4.7265472412109375,-5.349999904632568
2248,-4.690866470336914,-5.380000114440918
2249,-4.57826566696167,-5.960000038146973
2250,-5.136719703674316,-5.659999847412109
2251,-4.816869258880615,-5.889999866485596
2252,-4.8159966468811035,-6.0
2253,-4.631472587585449,-5.300000190734863
2254,-4.870005130767822,-5.420000076293945
2255,-4.569881916046143,-5.960000038146973
2256,-4.518924713134766,-5.71999979019165
2257,-4.994863033294678,-5.739999771118164
2258,-4.804165363311768,-5.920000076293945
2259,-4.904621601104736,-5.960000038146973
2260,-5.019539833068848,-5.659999847412109
2261,-5.249929428100586,-5.800000190734863
2262,-4.759693145751953,-5.960000038146973
2263,-4.804274082183838,-6.0
2264,-4.668735980987549,-5.960000038146973
2265,-4.833340167999268,-5.599999904632568
2266,-5.104896068572998,-5.889999866485596
2267,-5.134764194488525,-5.28000020980835
2268,-4.636953830718994,-5.429999828338623
2269,-5.164783954620361,-6.0
2270,-4.715444564819336,-5.480000019073486
2271,-5.041007041931152,-5.960000038146973
2272,-5.176631450653076,-5.329999923706055
2273,-4.7539286613464355,-5.659999847412109
2274,-5.162779331207275,-5.960000038146973
2275,-5.132483005523682,-6.0
2276,-6.160409927368164,-5.699999809265137
2277,-5.060519218444824,-5.389999866485596
7265,-5.802114486694336,-5.460000038146973
7300,-5.380215644836426,-6.199999809265137
7301,-5.4209418296813965,-6.300000190734863
