ID,pred,exp
1940,-4.882436633110046,-6.659999847412109
1941,-4.931236092249552,-6.849999904632568
1942,-4.9436560074488325,-6.25
1943,-4.518810606002807,-6.699999809265137
1944,-4.603875541687012,-6.800000190734863
1945,-4.785905957221985,-6.639999866485596
1946,-5.278961308797201,-6.0
1947,-4.502187474568685,-6.340000152587891
1948,-4.395101348559062,-6.360000133514404
1949,-4.823075564702352,-6.489999771118164
1950,-5.203538544972738,-6.349999904632568
1951,-5.217480802536011,-6.380000114440918
1952,-5.300648077329,-6.889999866485596
1953,-4.798275756835937,-6.769999980926514
1954,-5.539424618085225,-6.800000190734863
1955,-4.4251125653584795,-5.960000038146973
1956,-4.38783954779307,-5.960000038146973
1957,-4.491219774881999,-5.510000228881836
1958,-4.534988029797872,-5.639999866485596
1959,-4.471573909123738,-5.590000152587891
1960,-4.599329996109009,-5.889999866485596
1961,-4.385992264747619,-5.800000190734863
1962,-4.709318606058757,-5.659999847412109
1963,-4.52316738764445,-5.590000152587891
1964,-4.951941760381063,-5.71999979019165
1965,-4.5287259499231975,-5.599999904632568
1966,-4.701343337694804,-5.679999828338623
1967,-4.394633412361145,-5.539999961853027
1968,-4.7932177623113,-5.960000038146973
1969,-4.656407570838928,-5.679999828338623
1970,-4.378045837084453,-5.920000076293945
1971,-4.5068501234054565,-5.769999980926514
1972,-4.646576825777689,-5.71999979019165
1973,-4.697654970486959,-5.960000038146973
1974,-4.617366941769918,-5.769999980926514
1975,-4.415607206026713,-5.769999980926514
1976,-4.724195981025696,-5.489999771118164
1977,-4.6144158681233725,-5.920000076293945
1978,-4.521106553077698,-5.849999904632568
1979,-4.444440706570943,-5.849999904632568
1980,-4.519771567980448,-5.679999828338623
1981,-4.52069886525472,-5.539999961853027
1982,-4.543291346232096,-5.659999847412109
1983,-4.505212839444479,-5.849999904632568
1984,-4.6247514088948565,-5.739999771118164
1985,-4.622574202219645,-5.46999979019165
1986,-4.3010901292165125,-5.849999904632568
1987,-4.7447582085927325,-5.920000076293945
1988,-4.751171620686849,-5.769999980926514
1989,-4.55422613620758,-5.800000190734863
1990,-4.49494469165802,-5.550000190734863
1991,-4.496500293413798,-5.489999771118164
1992,-4.434953673680623,-5.769999980926514
1993,-4.3797018448511755,-5.639999866485596
1994,-4.379508209228516,-5.420000076293945
1995,-4.887798460324605,-5.800000190734863
1996,-4.811200968424479,-5.920000076293945
1997,-4.580728499094645,-5.960000038146973
1998,-4.588229926427205,-5.800000190734863
1999,-4.976688726743062,-5.889999866485596
2000,-4.749225767453511,-5.960000038146973
2001,-4.787301222483317,-5.920000076293945
2009,-4.350065596898397,-5.920000076293945
2019,-4.777211626370748,-5.28000020980835
2020,-4.614266657829285,-5.300000190734863
2021,-4.526906037330628,-5.400000095367432
2022,-4.561429238319397,-5.519999980926514
2024,-4.343653972943624,-5.590000152587891
2025,-4.526787861188253,-5.590000152587891
2027,-4.344840836524964,-5.679999828338623
2028,-4.617818395296733,-5.679999828338623
2029,-4.431754231452942,-5.699999809265137
2030,-4.59369158744812,-5.739999771118164
2031,-4.616718316078186,-5.739999771118164
2033,-4.79243745803833,-5.769999980926514
2034,-4.759498151143392,-5.769999980926514
2035,-4.562310131390889,-5.800000190734863
2038,-4.5522490501403805,-5.889999866485596
2039,-5.227265151341756,-5.920000076293945
2040,-4.676551262537639,-5.920000076293945
2041,-4.78860916296641,-5.920000076293945
2042,-4.49966987768809,-5.960000038146973
2044,-4.9136722962061565,-5.960000038146973
2045,-4.79087724685669,-5.960000038146973
2046,-4.640455317497254,-5.960000038146973
2049,-4.756837550799052,-6.0
2050,-4.907548896471659,-6.0
2051,-4.70990096728007,-6.170000076293945
2052,-5.2930309216181435,-6.210000038146973
2053,-4.944275919596354,-6.239999771118164
2054,-4.690607682863871,-6.389999866485596
2055,-4.641716877619426,-6.599999904632568
2056,-4.82161869208018,-6.679999828338623
2057,-4.437144176165263,-6.71999979019165
2058,-4.923425960540771,-6.769999980926514
2059,-4.718630496660868,-6.820000171661377
2060,-5.1668139855066935,-7.0
2061,-4.550382280349732,-7.019999980926514
2062,-4.667549427350362,-7.050000190734863
2063,-4.81152282555898,-7.059999942779541
2068,-6.0198794523874914,-7.239999771118164
2069,-4.822824915250142,-7.349999904632568
2070,-4.52228106657664,-7.71999979019165
2071,-4.424249092737834,-7.849999904632568
2073,-4.47305699189504,-5.71999979019165
2074,-4.405458887418111,-5.769999980926514
2075,-4.553189468383789,-4.849999904632568
2076,-4.405570165316264,-6.0
2077,-4.36874794960022,-5.659999847412109
2078,-4.5135986328125,-5.639999866485596
2079,-4.307663639386495,-5.920000076293945
2080,-4.39044500986735,-5.539999961853027
2081,-4.466403985023499,-5.679999828338623
2082,-4.465189615885417,-5.960000038146973
2083,-4.325539453824361,-5.800000190734863
2084,-4.514665691057841,-5.590000152587891
2085,-4.617221148808797,-5.820000171661377
2086,-4.517726794878642,-5.599999904632568
2087,-4.537201603253682,-5.849999904632568
2088,-4.550071954727173,-5.769999980926514
2089,-4.635787852605184,-4.849999904632568
2090,-4.334532848993937,-5.739999771118164
2091,-4.781083782513936,-5.599999904632568
2092,-4.519047546386719,-5.659999847412109
2093,-4.537948648134868,-5.769999980926514
2094,-4.678591322898865,-5.889999866485596
2095,-4.525368030865987,-5.510000228881836
2096,-4.875162323315938,-5.639999866485596
2097,-4.80184318224589,-5.480000019073486
2098,-4.658594481150309,-5.659999847412109
2099,-4.937188704808553,-5.480000019073486
2100,-4.5582072575887045,-5.510000228881836
2101,-4.630707319577535,-5.639999866485596
2102,-4.360222347577413,-5.380000114440918
2103,-4.5532015562057495,-5.739999771118164
2104,-4.5905708471934,-5.679999828338623
2105,-4.551449084281922,-5.820000171661377
2106,-4.666986743609111,-5.889999866485596
2107,-4.3467288653055824,-5.619999885559082
2108,-4.407018446922303,-5.699999809265137
2109,-4.584093475341797,-5.599999904632568
2110,-4.700598009427389,-5.699999809265137
2111,-4.636905113855998,-5.739999771118164
2112,-4.614530793825785,-5.590000152587891
2113,-4.48440666993459,-5.920000076293945
2114,-4.354999653498331,-5.849999904632568
2115,-4.487881358464559,-5.71999979019165
2116,-4.3472355286280315,-5.659999847412109
2117,-4.480301610628763,-5.889999866485596
2118,-4.314828284581503,-5.739999771118164
2119,-4.195517500241597,-5.619999885559082
2120,-4.042724680900574,-5.960000038146973
2121,-4.394841249783834,-5.960000038146973
2122,-4.66208967367808,-5.739999771118164
2123,-4.4371944506963095,-5.769999980926514
2124,-4.402361599604289,-5.71999979019165
2125,-4.663728825251261,-5.849999904632568
2126,-4.496607613563538,-5.849999904632568
2127,-4.6165787061055505,-5.820000171661377
2128,-4.375590864817301,-5.639999866485596
2129,-4.484081387519836,-5.920000076293945
2130,-4.4694455623626705,-5.889999866485596
2131,-4.594106960296631,-5.960000038146973
2132,-4.067337449391683,-5.960000038146973
2133,-4.002262250582377,-5.800000190734863
2134,-4.296405784289042,-5.960000038146973
2135,-4.018554703394572,-6.0
2136,-4.508293024698893,-5.960000038146973
2137,-4.529641302426656,-6.0
2138,-4.33803706963857,-5.820000171661377
2139,-4.556763879458109,-5.739999771118164
2140,-4.4920801242192585,-5.820000171661377
2141,-4.3546771764755245,-5.699999809265137
2142,-4.5104760011037195,-5.519999980926514
2143,-4.568744365374247,-5.599999904632568
2144,-4.938757387797038,-5.46999979019165
2145,-5.035449608167013,-5.849999904632568
2146,-4.668711860974629,-5.699999809265137
2147,-4.489640498161316,-5.599999904632568
2148,-4.8032338380813595,-5.539999961853027
2149,-4.8029691537221275,-5.619999885559082
2150,-4.828950023651123,-5.849999904632568
2151,-4.973911023139953,-5.920000076293945
2152,-4.914770754178365,-5.769999980926514
2153,-4.529260619481405,-5.420000076293945
2154,-4.922328305244446,-5.25
2155,-4.740143005053202,-5.340000152587891
2156,-5.047441665331522,-5.550000190734863
2157,-5.019341158866882,-5.480000019073486
2158,-5.20353102684021,-5.46999979019165
2159,-4.0,-5.639999866485596
2160,-4.292499844233195,-5.460000038146973
2161,-4.0,-5.71999979019165
2162,-4.164930272102356,-5.960000038146973
2163,-4.999966478347778,-5.699999809265137
2164,-4.129295221964518,-5.619999885559082
2165,-4.0,-5.460000038146973
2166,-4.0,-5.550000190734863
2167,-4.299795373280843,-5.739999771118164
2168,-4.406866606076559,-5.769999980926514
2169,-4.501444530487061,-5.820000171661377
2170,-4.643963130315145,-5.920000076293945
2171,-4.419733738899231,-5.570000171661377
2172,-4.406138920783997,-5.820000171661377
2173,-4.00169206460317,-5.639999866485596
2174,-4.349179434776306,-5.539999961853027
2175,-4.306417504946391,-6.0
2176,-4.644243582089742,-5.050000190734863
2177,-4.567515190442403,-5.889999866485596
2178,-4.384081117312113,-5.659999847412109
2179,-4.6390305519104,-5.960000038146973
2180,-4.642054772377014,-5.519999980926514
2181,-4.339875960350037,-5.739999771118164
2182,-4.455058129628499,-5.849999904632568
2183,-4.6360324939092,-5.21999979019165
2184,-4.386372574170431,-5.480000019073486
2185,-4.258091108004252,-5.820000171661377
2186,-4.511549361546835,-5.820000171661377
2187,-4.446591059366862,-5.800000190734863
2188,-4.4138960917790735,-5.480000019073486
2189,-4.5289493004481,-5.510000228881836
2190,-4.570501629511515,-5.0
2191,-4.559647727012634,-5.820000171661377
2192,-4.230546847979228,-5.639999866485596
2193,-4.81604007879893,-5.349999904632568
2194,-4.26089026927948,-5.889999866485596
2195,-4.003348970413208,-6.0
2196,-4.592720524470011,-6.0
2197,-4.328310052553813,-5.920000076293945
2198,-4.469052012761434,-5.920000076293945
2199,-4.558087491989136,-5.849999904632568
2200,-4.475111714998881,-5.889999866485596
2201,-4.3847588459650675,-5.550000190734863
2202,-4.404858032862346,-5.480000019073486
2203,-4.685734446843465,-5.889999866485596
2204,-4.611865989367167,-5.960000038146973
2205,-4.712531018257141,-5.820000171661377
2206,-4.375987180074056,-4.849999904632568
2207,-4.382522511482239,-5.769999980926514
2208,-4.62114725112915,-5.849999904632568
2209,-4.30831778049469,-5.889999866485596
2210,-4.300346191724142,-5.889999866485596
2211,-4.382003045082092,-6.0
2212,-5.425704797108968,-6.0
2213,-4.685811853408813,-5.400000095367432
2214,-5.0373435894648235,-5.769999980926514
2215,-4.341646560033163,-5.960000038146973
2216,-4.0806028286616005,-6.0
2217,-4.613072935740153,-5.960000038146973
2218,-4.573407618204753,-5.960000038146973
2219,-4.914287964502971,-5.889999866485596
2220,-4.919121702512105,-5.960000038146973
2221,-4.623231410980225,-5.889999866485596
2222,-4.813248165448507,-5.699999809265137
2223,-4.749390006065369,-5.739999771118164
2224,-4.856146732966105,-5.389999866485596
2225,-4.624556517601013,-5.889999866485596
2226,-4.053414718310038,-5.639999866485596
2227,-4.104126834869385,-5.920000076293945
2228,-4.670857389767964,-5.960000038146973
2229,-4.398790224393209,-5.300000190734863
2230,-4.908918460210164,-5.960000038146973
2231,-4.769595464070638,-5.920000076293945
2232,-4.638530699412028,-5.800000190734863
2233,-4.397296571731568,-5.920000076293945
2234,-4.765028158823649,-5.849999904632568
2235,-4.645240839322408,-5.960000038146973
2236,-4.527977108955383,-5.920000076293945
2237,-4.567638246218364,-5.960000038146973
2238,-4.840972463289897,-5.960000038146973
2239,-4.457492931683858,-5.960000038146973
2240,-4.573325777053833,-5.849999904632568
2241,-4.460067637761434,-6.0
2242,-4.5584038654963175,-5.599999904632568
2243,-5.136818933486938,-5.679999828338623
2244,-5.197840690612793,-5.679999828338623
2245,-4.485547137260437,-5.960000038146973
2246,-4.346705547968546,-5.349999904632568
2247,-4.388965280850728,-5.349999904632568
2248,-4.626708054542542,-5.380000114440918
2249,-4.587062795956929,-5.960000038146973
2250,-4.735866069793701,-5.659999847412109
2251,-4.561137342453003,-5.889999866485596
2252,-4.541803439458211,-6.0
2253,-4.358497635523478,-5.300000190734863
2254,-4.740205605824788,-5.420000076293945
2255,-4.0678727388381954,-5.960000038146973
2256,-4.174067695935567,-5.71999979019165
2257,-4.509402028719584,-5.739999771118164
2258,-4.845268909136454,-5.920000076293945
2259,-4.7984136263529455,-5.960000038146973
2260,-4.0,-5.659999847412109
2261,-4.979277666409811,-5.800000190734863
2262,-4.0,-5.960000038146973
2263,-4.4131102403004965,-6.0
2264,-4.3978063583374025,-5.960000038146973
2265,-4.659979915618896,-5.599999904632568
2266,-4.655437048276266,-5.889999866485596
2267,-4.5140683571497595,-5.28000020980835
2268,-4.428067064285278,-5.429999828338623
2269,-4.6293285369873045,-6.0
2270,-4.602279702822368,-5.480000019073486
2271,-4.687325072288513,-5.960000038146973
2272,-4.949201488494873,-5.329999923706055
2273,-4.702457706133525,-5.659999847412109
2274,-4.781632788976034,-5.960000038146973
2275,-4.504882717132569,-6.0
2276,-4.491086991628011,-5.699999809265137
2277,-4.71379996140798,-5.389999866485596
7265,-5.545697450637817,-5.460000038146973
7300,-5.846790909767151,-6.199999809265137
7301,-6.353226502736409,-6.300000190734863
